"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2021-4-23","34,043.49","33,804.52","34,157.57","33,713.29","349.67M","0.67%"
"2021-4-22","33,815.90","34,109.88","34,126.57","33,717.19","346.58M","-0.94%"
"2021-4-21","34,137.31","33,808.30","34,160.34","33,773.80","293.51M","0.93%"
"2021-4-20","33,821.30","34,034.18","34,034.18","33,687.01","354.20M","-0.75%"
"2021-4-19","34,077.63","34,182.38","34,182.38","33,980.56","315.62M","-0.36%"
"2021-4-16","34,200.67","34,058.16","34,256.75","34,058.16","348.18M","0.48%"
"2021-4-15","34,035.99","33,788.53","34,068.73","33,788.53","321.83M","0.90%"
"2021-4-14","33,730.89","33,668.95","33,911.25","33,668.95","318.67M","0.16%"
"2021-4-13","33,677.27","33,721.16","33,741.64","33,545.84","330.00M","-0.20%"
"2021-4-12","33,745.40","33,775.06","33,786.19","33,665.54","329.02M","-0.16%"
"2021-4-9","33,800.60","33,526.19","33,810.87","33,526.19","317.82M","0.89%"
"2021-4-8","33,503.57","33,469.89","33,506.80","33,342.64","306.19M","0.17%"
"2021-4-7","33,446.26","33,444.98","33,521.76","33,347.96","279.88M","0.05%"
"2021-4-6","33,430.24","33,500.02","33,544.79","33,380.43","298.31M","-0.29%"
"2021-4-5","33,527.19","33,222.38","33,617.95","33,222.38","345.15M","1.13%"
"2021-4-1","33,153.21","33,054.58","33,167.17","32,985.35","318.34M","0.52%"
"2021-3-31","32,981.55","33,116.04","33,173.77","32,980.57","418.64M","-0.26%"
"2021-3-30","33,066.96","33,127.88","33,170.93","32,988.92","309.57M","-0.31%"
"2021-3-29","33,171.37","33,087.55","33,259.00","32,905.13","351.61M","0.30%"
"2021-3-26","33,072.88","32,681.07","33,098.83","32,681.07","383.45M","1.39%"
"2021-3-25","32,619.48","32,346.81","32,672.69","32,071.41","413.49M","0.62%"
"2021-3-24","32,420.06","32,470.88","32,787.99","32,418.15","405.06M","-0.01%"
"2021-3-23","32,423.15","32,691.50","32,753.77","32,356.28","388.13M","-0.94%"
"2021-3-22","32,731.20","32,601.82","32,810.35","32,512.53","384.32M","0.32%"
"2021-3-19","32,627.97","32,858.36","32,858.36","32,505.07","847.02M","-0.71%"
"2021-3-18","32,862.30","32,928.16","33,227.78","32,831.25","421.02M","-0.46%"
"2021-3-17","33,015.37","32,825.52","33,047.58","32,782.18","391.81M","0.58%"
"2021-3-16","32,825.95","32,966.75","32,966.75","32,778.23","387.91M","-0.39%"
"2021-3-15","32,953.46","32,798.84","32,973.40","32,629.75","362.08M","0.53%"
"2021-3-12","32,778.64","32,462.40","32,793.32","32,462.40","348.29M","0.90%"
"2021-3-11","32,485.59","32,354.50","32,661.59","32,345.70","402.40M","0.58%"
"2021-3-10","32,297.02","31,906.96","32,389.50","31,906.96","410.23M","1.46%"
"2021-3-9","31,832.74","31,892.35","32,150.32","31,822.64","463.74M","0.10%"
"2021-3-8","31,802.44","31,512.15","32,148.04","31,512.15","499.58M","0.97%"
"2021-3-5","31,496.30","31,029.18","31,580.33","30,766.81","505.35M","1.85%"
"2021-3-4","30,924.14","31,289.01","31,461.97","30,547.53","551.23M","-1.11%"
"2021-3-3","31,270.09","31,352.96","31,563.31","31,260.14","411.61M","-0.39%"
"2021-3-2","31,391.52","31,535.37","31,623.27","31,377.16","341.28M","-0.46%"
"2021-3-1","31,535.51","31,065.90","31,668.34","31,065.90","387.58M","1.95%"
"2021-2-26","30,932.37","31,401.29","31,450.89","30,911.37","538.91M","-1.50%"
"2021-2-25","31,402.01","31,955.94","31,984.77","31,293.32","458.96M","-1.75%"
"2021-2-24","31,961.86","31,499.75","32,009.64","31,421.29","413.35M","1.35%"
"2021-2-23","31,537.35","31,501.89","31,653.38","31,158.76","461.92M","0.05%"
"2021-2-22","31,521.69","31,381.12","31,653.48","31,286.57","389.68M","0.09%"
"2021-2-19","31,494.32","31,504.13","31,647.53","31,469.34","353.07M","0.00%"
"2021-2-18","31,493.34","31,558.60","31,558.60","31,285.32","325.99M","-0.38%"
"2021-2-17","31,613.02","31,485.61","31,643.70","31,338.76","345.86M","0.29%"
"2021-2-16","31,522.75","31,472.08","31,608.63","31,443.48","336.99M","0.20%"
"2021-2-12","31,458.40","31,420.80","31,475.31","31,347.80","266.37M","0.09%"
"2021-2-11","31,430.70","31,466.49","31,543.82","31,244.36","284.68M","-0.02%"
"2021-2-10","31,437.80","31,428.02","31,511.44","31,221.32","328.39M","0.20%"
"2021-2-9","31,375.83","31,359.88","31,439.47","31,245.86","310.14M","-0.03%"
"2021-2-8","31,385.76","31,191.20","31,386.10","31,191.20","328.41M","0.76%"
"2021-2-5","31,148.24","31,093.81","31,252.18","31,083.22","295.00M","0.30%"
"2021-2-4","31,055.86","30,737.78","31,065.96","30,737.78","341.49M","1.08%"
"2021-2-3","30,723.60","30,689.65","30,793.41","30,521.31","307.31M","0.12%"
"2021-2-2","30,687.48","30,276.88","30,840.54","30,276.88","338.17M","1.57%"
"2021-2-1","30,211.91","30,054.73","30,335.91","30,014.97","350.24M","0.76%"
"2021-1-29","29,982.62","30,553.91","30,553.91","29,856.30","538.04M","-2.03%"
"2021-1-28","30,603.36","30,377.19","30,951.41","30,377.19","467.34M","0.99%"
"2021-1-27","30,303.17","30,893.78","30,893.78","30,206.91","566.47M","-2.05%"
"2021-1-26","30,937.04","30,968.55","31,121.42","30,921.71","381.87M","-0.07%"
"2021-1-25","30,960.00","30,989.85","30,989.85","30,564.06","477.35M","-0.12%"
"2021-1-22","30,996.98","31,141.56","31,141.56","30,908.47","436.04M","-0.57%"
"2021-1-21","31,176.01","31,198.01","31,272.22","31,120.92","423.15M","-0.04%"
"2021-1-20","31,188.38","31,017.54","31,235.98","30,997.79","384.98M","0.83%"
"2021-1-19","30,930.52","30,887.42","31,086.62","30,865.03","387.75M","0.38%"
"2021-1-15","30,814.26","30,926.77","30,941.98","30,612.67","440.02M","-0.57%"
"2021-1-14","30,991.52","31,085.67","31,223.78","30,982.24","429.70M","-0.22%"
"2021-1-13","31,060.47","31,084.88","31,153.37","30,992.05","415.14M","-0.03%"
"2021-1-12","31,068.69","31,015.01","31,114.56","30,888.76","362.87M","0.19%"
"2021-1-11","31,008.69","31,015.37","31,096.98","30,832.06","363.79M","-0.29%"
"2021-1-8","31,097.97","31,069.58","31,140.67","30,793.27","385.65M","0.18%"
"2021-1-7","31,041.13","30,901.18","31,193.40","30,897.86","430.62M","0.69%"
"2021-1-6","30,829.40","30,362.78","31,022.65","30,313.07","500.43M","1.44%"
"2021-1-5","30,391.60","30,204.25","30,504.89","30,141.78","350.91M","0.55%"
"2021-1-4","30,223.89","30,627.47","30,674.28","29,881.82","476.73M","-1.25%"
"2020-12-31","30,606.48","30,417.64","30,637.47","30,344.50","287.06M","0.65%"
"2020-12-30","30,409.56","30,415.09","30,525.35","30,393.04","296.14M","0.24%"
"2020-12-29","30,335.67","30,492.07","30,588.79","30,274.24","358.87M","-0.22%"
"2020-12-28","30,403.97","30,283.23","30,525.56","30,283.23","303.08M","0.68%"
"2020-12-24","30,199.87","30,155.92","30,209.67","30,099.30","146.44M","0.23%"
"2020-12-23","30,129.83","30,046.73","30,292.53","30,046.73","275.38M","0.38%"
"2020-12-22","30,015.51","30,200.20","30,200.20","29,992.89","392.52M","-0.67%"
"2020-12-21","30,216.45","30,159.00","30,304.14","29,755.53","445.69M","0.12%"
"2020-12-18","30,179.05","30,314.26","30,343.59","30,029.44","798.23M","-0.41%"
"2020-12-17","30,303.37","30,216.00","30,323.78","30,216.00","345.53M","0.49%"
"2020-12-16","30,154.54","30,191.38","30,236.03","30,080.11","349.54M","-0.15%"
"2020-12-15","30,199.31","29,919.09","30,243.26","29,894.95","419.48M","1.13%"
"2020-12-14","29,861.55","30,123.91","30,325.79","29,849.15","371.98M","-0.62%"
"2020-12-11","30,046.37","29,988.21","30,071.13","29,820.84","396.01M","0.16%"
"2020-12-10","29,999.26","30,032.55","30,063.87","29,876.82","326.93M","-0.23%"
"2020-12-9","30,068.81","30,229.81","30,319.70","29,951.85","383.74M","-0.35%"
"2020-12-8","30,173.88","29,997.95","30,246.22","29,972.07","314.83M","0.35%"
"2020-12-7","30,069.79","30,233.03","30,233.03","29,967.22","370.58M","-0.49%"
"2020-12-4","30,218.26","29,989.56","30,218.26","29,989.56","363.09M","0.83%"
"2020-12-3","29,969.52","29,920.83","30,110.88","29,877.27","408.41M","0.29%"
"2020-12-2","29,883.79","29,695.09","29,902.51","29,599.29","389.33M","0.20%"
"2020-12-1","29,823.92","29,797.50","30,083.31","29,797.50","435.44M","0.63%"
"2020-11-30","29,638.64","29,854.51","29,854.51","29,463.64","561.21M","-0.91%"
"2020-11-27","29,910.37","29,911.33","30,015.13","29,819.98","178.10M","0.13%"
"2020-11-25","29,872.47","30,058.87","30,058.87","29,806.25","324.19M","-0.58%"
"2020-11-24","30,046.24","29,746.11","30,116.51","29,746.11","436.45M","1.54%"
"2020-11-23","29,591.27","29,332.82","29,667.75","29,332.82","389.02M","1.12%"
"2020-11-20","29,263.48","29,437.57","29,469.89","29,231.20","308.74M","-0.75%"
"2020-11-19","29,483.23","29,370.92","29,524.90","29,228.38","333.16M","0.15%"
"2020-11-18","29,438.42","29,875.40","29,930.85","29,432.84","384.89M","-1.16%"
"2020-11-17","29,783.35","29,800.15","29,872.42","29,520.29","376.14M","-0.56%"
"2020-11-16","29,950.44","29,672.36","29,964.29","29,672.36","420.76M","1.60%"
"2020-11-13","29,479.81","29,203.90","29,559.25","29,203.90","348.81M","1.37%"
"2020-11-12","29,080.17","29,231.91","29,311.83","28,902.13","372.87M","-1.08%"
"2020-11-11","29,397.63","29,524.35","29,593.11","29,281.22","376.70M","-0.08%"
"2020-11-10","29,420.92","29,254.17","29,478.86","29,126.99","526.98M","0.90%"
"2020-11-9","29,157.97","29,467.90","29,933.83","29,130.66","680.57M","2.95%"
"2020-11-6","28,323.40","28,399.13","28,431.96","28,189.50","328.58M","-0.24%"
"2020-11-5","28,390.18","28,083.37","28,495.05","28,083.37","391.73M","1.95%"
"2020-11-4","27,847.66","27,512.83","28,301.50","27,512.83","449.89M","1.34%"
"2020-11-3","27,480.03","27,138.69","27,640.21","27,138.69","353.35M","2.06%"
"2020-11-2","26,925.05","26,691.28","27,043.48","26,691.28","382.27M","1.60%"
"2020-10-30","26,501.60","26,572.27","26,639.18","26,143.77","506.32M","-0.59%"
"2020-10-29","26,659.11","26,480.98","26,891.89","26,290.78","434.01M","0.52%"
"2020-10-28","26,519.95","27,102.14","27,102.14","26,497.39","499.63M","-3.43%"
"2020-10-27","27,463.19","27,651.18","27,707.69","27,457.96","372.48M","-0.80%"
"2020-10-26","27,685.38","28,185.82","28,185.82","27,370.16","407.04M","-2.29%"
"2020-10-23","28,335.57","28,409.65","28,436.52","28,149.82","350.10M","-0.10%"
"2020-10-22","28,363.66","28,197.42","28,421.31","28,040.18","334.39M","0.54%"
"2020-10-21","28,210.82","28,270.66","28,450.64","28,196.39","301.11M","-0.35%"
"2020-10-20","28,308.79","28,245.85","28,575.03","28,243.04","351.45M","0.40%"
"2020-10-19","28,195.42","28,633.55","28,711.93","28,139.40","360.92M","-1.44%"
"2020-10-16","28,606.31","28,570.72","28,842.90","28,570.72","358.95M","0.39%"
"2020-10-15","28,494.20","28,323.40","28,535.85","28,181.54","330.13M","-0.07%"
"2020-10-14","28,514.00","28,731.30","28,792.56","28,461.73","372.48M","-0.58%"
"2020-10-13","28,679.81","28,764.95","28,808.84","28,604.35","528.27M","-0.55%"
"2020-10-12","28,837.52","28,671.12","28,957.90","28,659.67","493.68M","0.88%"
"2020-10-9","28,586.90","28,533.61","28,676.29","28,440.63","326.48M","0.57%"
"2020-10-8","28,425.51","28,348.86","28,459.13","28,265.56","315.83M","0.43%"
"2020-10-7","28,303.46","27,971.36","28,369.66","27,971.36","330.19M","1.91%"
"2020-10-6","27,772.76","28,214.24","28,354.48","27,728.03","438.44M","-1.34%"
"2020-10-5","28,148.64","27,825.42","28,162.64","27,825.42","322.53M","1.68%"
"2020-10-2","27,682.81","27,536.39","27,861.43","27,382.94","395.82M","-0.48%"
"2020-10-1","27,816.90","27,940.63","28,041.46","27,669.26","375.65M","0.13%"
"2020-9-30","27,781.70","27,514.64","28,026.33","27,511.06","455.15M","1.20%"
"2020-9-29","27,452.66","27,560.24","27,605.60","27,338.09","306.70M","-0.48%"
"2020-9-28","27,584.06","27,362.14","27,722.60","27,362.14","405.06M","1.51%"
"2020-9-25","27,173.96","26,694.51","27,239.29","26,635.38","391.73M","1.34%"
"2020-9-24","26,815.44","26,716.09","27,094.85","26,537.01","448.78M","0.20%"
"2020-9-23","26,763.13","27,413.60","27,464.46","26,716.12","463.20M","-1.92%"
"2020-9-22","27,288.18","27,170.34","27,333.09","26,989.93","423.33M","0.52%"
"2020-9-21","27,147.70","27,484.71","27,484.71","26,715.15","523.66M","-1.84%"
"2020-9-18","27,657.42","27,864.87","27,946.69","27,487.97","703.89M","-0.88%"
"2020-9-17","27,901.98","27,834.18","28,056.79","27,647.93","439.89M","-0.47%"
"2020-9-16","28,032.38","28,031.69","28,364.77","28,021.67","416.65M","0.13%"
"2020-9-15","27,995.60","28,139.76","28,231.06","27,931.45","418.89M","0.01%"
"2020-9-14","27,993.33","27,718.74","28,086.06","27,718.74","384.09M","1.18%"
"2020-9-11","27,665.64","27,613.86","27,828.82","27,448.15","437.53M","0.48%"
"2020-9-10","27,534.58","28,022.51","28,174.78","27,447.08","447.59M","-1.45%"
"2020-9-9","27,940.47","27,711.71","28,206.21","27,704.54","467.06M","1.60%"
"2020-9-8","27,500.89","27,925.23","27,925.23","27,464.90","587.16M","-2.25%"
"2020-9-4","28,133.31","28,341.05","28,539.75","27,664.68","700.49M","-0.56%"
"2020-9-3","28,292.73","29,090.70","29,199.35","28,074.76","658.29M","-2.78%"
"2020-9-2","29,100.50","28,736.79","29,162.88","28,713.53","542.54M","1.59%"
"2020-9-1","28,645.66","28,439.61","28,659.26","28,290.72","428.66M","0.76%"
"2020-8-31","28,430.05","28,643.66","28,643.66","28,363.55","519.82M","-0.78%"
"2020-8-28","28,653.87","28,601.29","28,733.35","28,487.98","373.80M","0.57%"
"2020-8-27","28,492.27","28,384.07","28,634.22","28,363.93","405.09M","0.57%"
"2020-8-26","28,331.92","28,257.88","28,353.80","28,153.91","328.80M","0.30%"
"2020-8-25","28,248.44","28,347.42","28,400.74","28,094.57","341.13M","-0.21%"
"2020-8-24","28,308.46","28,077.58","28,314.94","28,041.75","385.44M","1.35%"
"2020-8-21","27,930.33","27,758.13","27,959.48","27,686.78","374.34M","0.69%"
"2020-8-20","27,739.73","27,622.68","27,781.46","27,526.25","306.05M","0.17%"
"2020-8-19","27,692.88","27,811.26","27,920.42","27,647.67","312.95M","-0.31%"
"2020-8-18","27,778.07","27,853.48","27,891.12","27,668.79","277.12M","-0.24%"
"2020-8-17","27,844.91","27,970.05","27,999.81","27,816.40","291.99M","-0.31%"
"2020-8-14","27,931.02","27,828.93","27,977.81","27,759.39","276.73M","0.12%"
"2020-8-13","27,896.72","27,922.51","27,986.10","27,789.78","364.41M","-0.29%"
"2020-8-12","27,976.84","27,860.24","28,043.89","27,843.32","342.07M","1.05%"
"2020-8-11","27,686.91","27,961.64","28,154.88","27,624.51","430.09M","-0.38%"
"2020-8-10","27,791.44","27,488.21","27,803.86","27,488.21","362.50M","1.30%"
"2020-8-7","27,433.48","27,321.68","27,456.24","27,223.55","324.93M","0.17%"
"2020-8-6","27,386.98","27,170.82","27,394.10","27,145.25","323.72M","0.68%"
"2020-8-5","27,201.52","26,924.78","27,221.67","26,924.78","369.98M","1.39%"
"2020-8-4","26,828.47","26,664.61","26,832.72","26,597.82","355.46M","0.62%"
"2020-8-3","26,664.40","26,542.32","26,707.26","26,534.38","439.38M","0.89%"
"2020-7-31","26,428.32","26,409.33","26,440.02","26,013.59","491.37M","0.44%"
"2020-7-30","26,313.65","26,367.42","26,374.93","25,992.28","358.29M","-0.85%"
"2020-7-29","26,539.57","26,388.44","26,602.45","26,375.39","347.58M","0.61%"
"2020-7-28","26,379.28","26,529.45","26,556.84","26,361.71","362.40M","-0.77%"
"2020-7-27","26,584.77","26,447.67","26,625.46","26,426.92","400.93M","0.43%"
"2020-7-24","26,469.89","26,533.41","26,625.70","26,402.86","497.97M","-0.68%"
"2020-7-23","26,652.33","26,955.97","26,973.85","26,560.04","426.56M","-1.31%"
"2020-7-22","27,005.84","26,824.56","27,035.24","26,794.19","410.82M","0.62%"
"2020-7-21","26,840.40","26,833.14","27,025.38","26,766.22","367.24M","0.60%"
"2020-7-20","26,680.87","26,660.29","26,765.02","26,504.20","312.07M","0.03%"
"2020-7-17","26,671.95","26,774.62","26,808.43","26,619.88","300.52M","-0.23%"
"2020-7-16","26,734.71","26,746.57","26,879.16","26,590.01","288.04M","-0.50%"
"2020-7-15","26,870.10","27,009.81","27,071.33","26,692.48","388.26M","0.85%"
"2020-7-14","26,642.59","26,044.17","26,690.52","25,994.98","407.34M","2.13%"
"2020-7-13","26,085.80","26,225.07","26,639.09","26,044.23","428.57M","0.04%"
"2020-7-10","26,075.30","25,690.35","26,101.32","25,637.50","337.36M","1.44%"
"2020-7-9","25,706.09","26,094.92","26,103.28","25,523.51","389.18M","-1.39%"
"2020-7-8","26,067.28","25,950.06","26,109.49","25,816.25","337.30M","0.68%"
"2020-7-7","25,890.18","26,172.01","26,174.93","25,866.58","349.00M","-1.51%"
"2020-7-6","26,287.03","25,996.08","26,297.53","25,996.08","342.26M","1.78%"
"2020-7-2","25,827.36","25,936.45","26,204.41","25,778.12","350.29M","0.36%"
"2020-7-1","25,734.97","25,879.38","26,019.31","25,713.61","373.98M","-0.30%"
"2020-6-30","25,812.88","25,512.43","25,905.38","25,475.14","412.69M","0.85%"
"2020-6-29","25,595.80","25,152.45","25,601.15","25,096.16","385.13M","2.32%"
"2020-6-26","25,015.55","25,641.69","25,641.69","24,971.03","676.18M","-2.84%"
"2020-6-25","25,745.60","25,365.22","25,769.61","25,209.79","388.07M","1.18%"
"2020-6-24","25,445.94","25,992.96","25,992.96","25,296.73","452.53M","-2.72%"
"2020-6-23","26,156.10","26,159.39","26,314.97","26,105.97","392.16M","0.50%"
"2020-6-22","26,024.96","25,865.08","26,059.81","25,667.68","353.01M","0.59%"
"2020-6-19","25,871.46","26,213.10","26,451.44","25,759.66","681.89M","-0.80%"
"2020-6-18","26,080.10","26,016.45","26,154.20","25,848.53","330.07M","-0.15%"
"2020-6-17","26,119.61","26,330.52","26,400.07","26,068.41","330.57M","-0.65%"
"2020-6-16","26,289.98","26,326.68","26,611.03","25,811.70","493.36M","2.04%"
"2020-6-15","25,763.16","25,270.39","25,891.58","24,843.18","463.13M","0.62%"
"2020-6-12","25,605.54","25,659.42","25,965.55","25,078.41","521.19M","1.90%"
"2020-6-11","25,128.17","26,282.51","26,294.08","25,082.72","651.47M","-6.90%"
"2020-6-10","26,989.99","27,251.89","27,355.22","26,938.05","449.99M","-1.04%"
"2020-6-9","27,272.30","27,447.37","27,447.37","27,151.06","388.25M","-1.09%"
"2020-6-8","27,572.44","27,232.93","27,580.21","27,232.48","433.34M","1.70%"
"2020-6-5","27,110.98","26,836.80","27,338.30","26,836.80","544.41M","3.15%"
"2020-6-4","26,281.82","26,226.49","26,384.10","26,082.31","375.55M","0.05%"
"2020-6-3","26,269.89","25,906.88","26,337.75","25,906.88","401.27M","2.05%"
"2020-6-2","25,742.65","25,582.52","25,743.13","25,523.74","355.24M","1.05%"
"2020-6-1","25,475.02","25,342.99","25,508.83","25,220.66","341.22M","0.36%"
"2020-5-29","25,383.11","25,324.15","25,482.80","25,031.67","545.14M","-0.07%"
"2020-5-28","25,400.64","25,697.36","25,758.79","25,358.73","378.40M","-0.58%"
"2020-5-27","25,548.27","25,298.63","25,551.56","25,009.87","420.36M","2.21%"
"2020-5-26","24,995.11","24,781.84","25,176.42","24,781.84","426.29M","2.17%"
"2020-5-22","24,465.16","24,461.98","24,481.64","24,294.07","255.66M","-0.04%"
"2020-5-21","24,474.12","24,564.27","24,718.46","24,370.88","348.84M","-0.41%"
"2020-5-20","24,575.90","24,455.94","24,649.48","24,455.94","371.93M","1.52%"
"2020-5-19","24,206.86","24,577.48","24,599.50","24,202.96","376.92M","-1.59%"
"2020-5-18","24,597.37","24,059.98","24,708.54","24,059.98","484.19M","3.85%"
"2020-5-15","23,685.42","23,454.83","23,730.08","23,354.15","495.18M","0.25%"
"2020-5-14","23,625.34","23,049.06","23,630.86","22,789.62","476.98M","1.62%"
"2020-5-13","23,247.97","23,702.16","23,708.90","23,067.64","473.32M","-2.17%"
"2020-5-12","23,764.78","24,292.84","24,382.09","23,761.58","361.56M","-1.89%"
"2020-5-11","24,221.99","24,256.45","24,366.21","24,070.22","356.51M","-0.45%"
"2020-5-8","24,331.32","24,107.82","24,349.90","24,107.05","337.34M","1.91%"
"2020-5-7","23,875.89","23,837.21","24,094.62","23,834.39","371.68M","0.89%"
"2020-5-6","23,664.64","23,978.88","24,054.59","23,661.14","379.91M","-0.91%"
"2020-5-5","23,883.09","23,958.88","24,169.72","23,868.91","374.49M","0.56%"
"2020-5-4","23,749.76","23,581.55","23,769.56","23,361.16","358.39M","0.11%"
"2020-5-1","23,723.69","24,120.78","24,120.78","23,645.30","421.59M","-2.55%"
"2020-4-30","24,345.72","24,585.57","24,585.57","24,186.90","487.84M","-1.17%"
"2020-4-29","24,633.86","24,490.37","24,764.77","24,453.99","462.48M","2.21%"
"2020-4-28","24,101.55","24,357.17","24,512.24","24,031.20","405.71M","-0.13%"
"2020-4-27","24,133.78","23,866.15","24,207.65","23,840.61","391.02M","1.51%"
"2020-4-24","23,775.27","23,628.24","23,826.00","23,417.68","379.31M","1.11%"
"2020-4-23","23,515.26","23,543.09","23,885.36","23,483.35","393.57M","0.17%"
"2020-4-22","23,475.82","23,437.34","23,613.10","23,339.60","356.39M","1.99%"
